⚙️|||sys_getenv|||Get Environment Variable|||os.getenv([1])|||process.env[[1]]|||std::env::var([1]).unwrap()|||os.Getenv([1])|||System.getenv([1])|||std::getenv([1])|||Environment.GetEnvironmentVariable([1])|||ProcessInfo.processInfo.environment[[1]]|||System.getenv([1])||\text{getenv}([1])
# ==========================================
# SECTION 83 : File System I/O (Read/Write)
# ==========================================
📖|||file_read|||Read Entire File to String|||open([1]).read()|||fs.readFileSync([1], 'utf8')|||std::fs::read_to_string([1]).unwrap()|||res, _ := os.ReadFile([1])|||Files.readString(Path.of([1]))|||/* manual ifstream */|||File.ReadAllText([1])|||try? String(contentsOfFile: [1])|||File([1]).readText()||\text{read}([1])
💾|||file_write|||Write String to File|||open([1], 'w').write([2])|||fs.writeFileSync([1], [2])|||std::fs::write([1], [2]).unwrap()|||os.WriteFile([1], []byte([2]), 0644)|||Files.writeString(Path.of([1]), [2])|||/* manual ofstream */|||File.WriteAllText([1], [2])|||try? [2].write(toFile: [1], atomically: true, encoding: .utf8)|||File([1]).writeText([2])||\text{write}([1], [2])
# ==========================================
# SECTION 84 : JSON Serialization & Parsing
# ==========================================
 String|||json.dumps([1])|||JSON.stringify([1])|||serde_json::to_string(&[1]).unwrap()|||res, _ := json.Marshal([1])|||/* library dependent */|||/* library dependent */|||JsonSerializer.Serialize([1])|||try? String(data: JSONEncoder().encode([1]), encoding: .utf8)|||Json.encodeToString([1])||\text{json}([1])
🔌|||json_parse|||Parse JSON String to Object|||json.loads([1])|||JSON.parse([1])|||serde_json::from_str(&[1]).unwrap()|||json.Unmarshal([]byte([1]), &[2])|||/* library dependent */|||/* library dependent */|||JsonSerializer.Deserialize<T>([1])|||try? JSONDecoder().decode(T.self, from: Data([1].utf8))|||Json.decodeFromString([1])||\text{parse}([1])
# ==========================================
# SECTION 85 : Network HTTP GET
# ==========================================
🌐|||http_get|||HTTP GET Request to URL|||requests.get([1]).text|||await (await fetch([1])).text()|||reqwest::get([1]).await.unwrap().text().await.unwrap()|||/* manual http.Get */|||HttpClient.newHttpClient().send(HttpRequest.newBuilder().uri(URI.create([1])).GET().build(), HttpResponse.BodyHandlers.ofString()).body()|||/* non-standard */|||await new HttpClient().GetStringAsync([1])|||/* manual URLSession */|||/* manual URL().readText() */||\text{get}([1])
# ==========================================
# SECTION 86 : Bitwise Logical Operations
# ==========================================
&|||bitwise_and|||Bitwise AND Operation|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] and [2]|||[1] \wedge [2]
| |||bitwise_or|||Bitwise OR Operation|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] or [2]|||[1] \vee [2]
^|||bitwise_xor|||Bitwise XOR Operation|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] xor [2]|||[1] \oplus [2]
# ==========================================
# SECTION 87 : Power, Absolute & Remainder
# ==========================================
🔢|||math_abs|||Absolute Value|||abs([1])|||Math.abs([1])|||[1].abs()|||math.Abs([1])|||Math.abs([1])|||std::abs([1])|||Math.Abs([1])|||abs([1])|||kotlin.math.abs([1])||| |[1]|
🔋|||math_pow|||Raise Base to Power|||[1] ** [2]|||Math.pow([1], [2])|||[1].pow([2])|||math.Pow([1], [2])|||Math.pow([1], [2])|||std::pow([1], [2])|||Math.Pow([1], [2])|||pow([1], [2])|||[1].pow([2])|||[1]^{[2]}
🛑|||math_mod|||Modulo Remainder|||[1] % [2]|||[1] % [2]|||[1] % [2]|||[1] % [2]|||[1] % [2]|||[1] % [2]|||[1] % [2]|||[1] % [2]|||[1] % [2]|||[1] \pmod{[2]}
# ==========================================
# SECTION 88 : Dictionary & Map Mutations
# ==========================================
🗂️|||map_init|||Map / Dictionary Initialization|||dict()|||new Map()|||std::collections::HashMap::new()|||make(map[string]any)|||new HashMap<>()|||std::map<any, any>()|||new Dictionary<any, any>()|||[Key: Value]()|||hashMapOf()||\text{map}()
🔍|||map_contains|||Check Key Existence|||[2] in [1]|||[1].has([2])|||[1].contains_key(&[2])|||_, ok := [1][[2]]|||[1].containsKey([2])|||[1].find([2]) != [1].end()|||[1].ContainsKey([2])|||[1][[2]] != nil|||[1].containsKey([2])|||[2] \in \text{dom}([1])
🗑️|||map_remove|||Remove Key-Value Pair|||del [1][[2]]|||[1].delete([2])|||[1].remove(&[2])|||delete([1], [2])|||[1].remove([2])|||[1].erase([2])|||[1].Remove([2])|||[1].removeValue(forKey: [2])|||[1].remove([2])|||[1] \setminus \{[2]\}
# ==========================================
# SECTION 89 : Process Lifecycle & Diagnostics
# ==========================================
🚪|||sys_exit|||Terminate Current Process|||sys.exit([1])|||process.exit([1])|||std::process::exit([1])|||os.Exit([1])|||System.exit([1])|||std::exit([1])|||Environment.Exit([1])|||exit([1])|||System.exit([1])||\text{exit}([1])
🆔|||sys_pid|||Get Current Process ID|||os.getpid()|||process.pid|||std::process::id()|||os.Getpid()|||ProcessHandle.current().pid()|||getpid()|||Environment.ProcessId|||getpid()|||ProcessHandle.current().pid()||\text{pid}
# ==========================================
# SECTION 90 : Regular Expression Matching
# ==========================================
🎯|||regex_match|||Evaluate Regex Match|||bool(re.search([1], [2]))|||[1].test([2])|||regex::Regex::new([1]).unwrap().is_match([2])|||regexp.MustCompile([1]).MatchString([2])|||Pattern.matches([1], [2])|||std::regex_search([2], std::regex([1]))|||Regex.IsMatch([2], [1])|||[2].range(of: [1], options: .regularExpression) != nil|||Regex([1]).containsMatchIn([2])||\text{match}([1], [2])
# ==========================================
# SECTION 91 : Cryptographic Digesting
# ==========================================
🔒|||crypto_sha256|||SHA-256 Checksum Hex|||hashlib.sha256([1].encode()).hexdigest()|||/* WebCrypto API subtle */|||/* sha2 crate */|||fmt.Sprintf("%x", sha256.Sum256([]byte([1])))|||/* MessageDigest */|||/* non-standard */|||BitConverter.ToString(SHA256.HashData(Encoding.UTF8.GetBytes([1])))|||/* CryptoKit */|||/* MessageDigest */||\text{sha256}([1])
# ==========================================
# SECTION 92 : Advanced Math (Root & Log)
# ==========================================
🧮|||math_sqrt|||Square Root|||math.sqrt([1])|||Math.sqrt([1])|||[1].sqrt()|||math.Sqrt([1])|||Math.sqrt([1])|||std::sqrt([1])|||Math.Sqrt([1])|||sqrt([1])|||kotlin.math.sqrt([1])|||\sqrt{[1]}
🪵|||math_log|||Natural Logarithm|||math.log([1])|||Math.log([1])|||[1].ln()|||math.Log([1])|||Math.log([1])|||std::log([1])|||Math.Log([1])|||log([1])|||kotlin.math.log([1])|||\ln([1])
# ==========================================
# SECTION 93 : String Padding
# ==========================================
↔️|||str_pad_left|||Pad String Left|||[1].rjust([2], [3])|||[1].padStart([2], [3])|||/* manual format */|||/* manual */|||String.format("%" + [2] + "s", [1]).replace(' ', [3][0])|||/* manual */|||[1].PadLeft([2], [3][0])|||[1].padding(toLength: [2], withPad: [3], startingAt: 0)|||[1].padStart([2], [3][0])|||\text{padL}([1], [2], [3])
# ==========================================
# SECTION 94 : URL Percent Encoding
# ==========================================
🔗|||url_encode|||URL Percent Encode|||urllib.parse.quote([1])|||encodeURIComponent([1])|||/* external crate */|||url.QueryEscape([1])|||URLEncoder.encode([1], StandardCharsets.UTF_8)|||/* non-standard */|||Uri.EscapeDataString([1])|||[1].addingPercentEncoding(withAllowedCharacters: .urlQueryAllowed)|||URLEncoder.encode([1], "UTF-8")||\text{urlEnc}([1])
🔓|||url_decode|||URL Percent Decode|||urllib.parse.unquote([1])|||decodeURIComponent([1])|||/* external crate */|||url.QueryUnescape([1])|||URLDecoder.decode([1], StandardCharsets.UTF_8)|||/* non-standard */|||Uri.UnescapeDataString([1])|||[1].removingPercentEncoding|||URLDecoder.decode([1], "UTF-8")||\text{urlDec}([1])
# ==========================================
# SECTION 95 : Type Inspection
# ==========================================
🏷️|||sys_type|||Get Object Type Name|||type([1]).__name__|||typeof [1]|||std::any::type_name::<T>()|||fmt.Sprintf("%T", [1])|||[1].getClass().getName()|||typeid([1]).name()|||[1].GetType().Name|||String(describing: type(of: [1]))|||[1]::class.simpleName||\text{type}([1])
# ==========================================
# SECTION 96 : Array Predicates (Quantifiers)
# ==========================================
✅|||list_all|||Check All Match Predicate|||all([1](x) for x in [2])|||[2].every([1])|||[2].iter().all([1])|||/* manual loop */|||[2].stream().allMatch([1])|||std::all_of([2].begin(), [2].end(), [1])|||[2].All([1])|||[2].allSatisfy([1])|||[2].all([1])||\forall x \in [2], [1](x)
👁️|||list_any|||Check Any Match Predicate|||any([1](x) for x in [2])|||[2].some([1])|||[2].iter().any([1])|||/* manual loop */|||[2].stream().anyMatch([1])|||std::any_of([2].begin(), [2].end(), [1])|||[2].Any([1])|||[2].contains(where: [1])|||[2].any([1])||\exists x \in [2], [1](x)
# ==========================================
# SECTION 97 : String Trimming & Cleaning
# ==========================================
🧹|||str_trim|||Strip Leading & Trailing Whitespace|||[1].strip()|||[1].trim()|||[1].trim()|||strings.TrimSpace([1])|||[1].strip()|||/* manual */|||[1].Trim()|||[1].trimmingCharacters(in: .whitespacesAndNewlines)|||[1].trim()||\text{trim}([1])
# ==========================================
# SECTION 98 : Substring Positioning
# ==========================================
🔍|||str_index_of|||Find Substring First Index|||[1].find([2])|||[1].indexOf([2])|||[1].find([2])|||strings.Index([1], [2])|||[1].indexOf([2])|||[1].find([2])|||[1].IndexOf([2])|||[1].range(of: [2])?.lowerBound|||[1].indexOf([2])||\text{index}([1], [2])
# ==========================================
# SECTION 99 : Data Type Casting & Parsing
# ==========================================
🔢|||str_to_int|||Parse String to Integer|||int([1])|||parseInt([1], 10)|||[1].parse::<i32>().unwrap()|||strconv.Atoi([1])|||Integer.parseInt([1])|||std::stoi([1])|||int.Parse([1])|||Int([1])|||[1].toInt()||\text{int}([1])
🔤|||int_to_str|||Convert Integer to String|||str([1])|||String([1])|||[1].to_string()|||strconv.Itoa([1])|||String.valueOf([1])|||std::to_string([1])|||[1].ToString()|||String([1])|||[1].toString()||\text{str}([1])
# ==========================================
# SECTION 100 : Nearest Integer Rounding & Signs
# ==========================================
🎯|||math_round|||Round to Nearest Integer|||round([1])|||Math.round([1])|||[1].round()|||math.Round([1])|||Math.round([1])|||std::round([1])|||Math.Round([1])|||round([1])|||kotlin.math.round([1])||\text{round}([1])
↕️|||math_sign|||Get Sign of Number (-1, 0, 1)|||( [1] > 0 ) - ( [1] < 0 )|||Math.sign([1])|||[1].signum()|||/* manual comparison */|||Math.signum([1])|||/* manual */|||Math.Sign([1])|||[1].signum()|||kotlin.math.sign([1])||\text{sgn}([1])
# ==========================================
# SECTION 101 : Case Transformations
# ==========================================
⬇️|||str_to_lower|||Convert String to Lowercase|||[1].lower()|||[1].toLowerCase()|||[1].to_lowercase()|||strings.ToLower([1])|||[1].toLowerCase()|||/* manual loop */|||[1].ToLower()|||[1].lowercased()|||[1].lowercase()||\text{lower}([1])
⬆️|||str_to_upper|||Convert String to Uppercase|||[1].upper()|||[1].toUpperCase()|||[1].to_uppercase()|||strings.ToUpper([1])|||[1].toUpperCase()|||/* manual loop */|||[1].ToUpper()|||[1].uppercased()|||[1].uppercase()||\text{upper}([1])
# ==========================================
# SECTION 102 : Collection Sorting
# ==========================================
🔀|||list_sort|||Sort List/Array in Place|||[1].sort()|||[1].sort()|||[1].sort()|||sort.Slice([1], func(i, j int) bool { return [1][i] < [1][j] })|||Collections.sort([1])|||std::sort([1].begin(), [1].end())|||[1].Sort()|||[1].sort()|||[1].sort()||\text{sort}([1])
# ==========================================
# SECTION 103 : Collection Reversal
# ==========================================
🔄|||list_reverse|||Reverse List/Array Order|||[1].reverse()|||[1].reverse()|||[1].reverse()|||/* manual loop swap */|||Collections.reverse([1])|||std::reverse([1].begin(), [1].end())|||[1].Reverse()|||[1].reverse()|||[1].reverse()||\text{reverse}([1])
# ==========================================
# SECTION 104 : Hexadecimal Representation
# ==========================================
⌗|||int_to_hex|||Convert Integer to Hex String|||hex([1])|||[1].toString(16)|||format!("{:x}", [1])|||fmt.Sprintf("%x", [1])|||Integer.toHexString([1])|||/* std::hex stream */|||[1].ToString("x")|||String([1], radix: 16)|||[1].toString(16)||\text{hex}([1])
# ==========================================
# SECTION 105 : Exception & Error Throwing
# ==========================================
💥|||sys_error_throw|||Raise / Throw Runtime Exception|||raise Exception([1])|||throw new Error([1])|||panic!([1])|||panic([1])|||throw new Exception([1])|||throw std::runtime_error([1])|||throw new Exception([1])|||throw [1]|||throw Exception([1])||\text{throw}([1])
# ==========================================
# SECTION 106 : System Platform Diagnostics
# ==========================================
💻|||sys_os_name|||Get Target Operating System Name|||platform.system()|||process.platform|||std::env::consts::OS|||runtime.GOOS|||System.getProperty("os.name")|||/* macro dependent */|||Environment.OSVersion.Platform.ToString()|||/* #if os(...) */|||System.getProperty("os.name")||\text{os}
# ==========================================
# SECTION 107 : Logarithmic & Exponential Constants
# ==========================================
📈|||math_e|||Euler's Constant e|||math.e|||Math.E|||std::f64::consts::E|||math.E|||Math.E|||std::numbers::e|||Math.E|||Darwin.M_E|||kotlin.math.E|||e
# ==========================================
# SECTION 108 : String Duplication & Indexing
# ==========================================
🔁|||str_repeat|||Repeat String N Times|||[1] * [2]|||[1].repeat([2])|||[1].repeat([2])|||strings.Repeat([1], [2])|||[1].repeat([2])|||/* manual loop/string constructor */|||string.Concat(Enumerable.Repeat([1], [2]))|||String(repeating: [1], count: [2])|||[1].repeat([2])||\text{repeat}([1], [2])
🔤|||str_char_at|||Get Character at Index|||[1][[2]]|||[1].charAt([2])|||[1].chars().nth([2]).unwrap()|||[]rune([1])[[2]]|||[1].charAt([2])|||[1][[2]]|||[1][[2]]|||[1][[1].index([1].startIndex, offsetBy: [2])]|||[1][[2]]||\text{charAt}([1], [2])
# ==========================================
# SECTION 109 : Array Slicing & Merging
# ==========================================
✂️|||list_slice|||Extract Sublist / Slice|||[1][[2]:[3]]|||[1].slice([2], [3])|||&[1][[2]..[3]]|||[1][[2]:[3]]|||[1].subList([2], [3])|||std::vector<any>([1].begin()+[2], [1].begin()+[3])|||[1].GetRange([2], [3]-[2])|||Array([1][[2]..<[3]])|||[1].subList([2], [3])||\text{slice}([1], [2], [3])
🔗|||list_concat|||Concatenate Two Lists|||[1] + [2]|||[1].concat([2])|||[[1], [2]].concat()|||append([1], [2]...)|||/* list1.addAll(list2) */|||[1].insert([1].end(), [2].begin(), [2].end())|||[1].Concat([2]).ToList()|||[1] + [2]|||[1] + [2]||\text{concat}([1], [2])
# ==========================================
# SECTION 110 : Command Line Arguments
# ==========================================
📥|||sys_args|||Get Command Line Arguments|||sys.argv|||process.argv|||std::env::args().collect::<Vec<_>>()|||os.Args|||/* main(String[] args) */|||/* main(int argc, char** argv) */|||Environment.GetCommandLineArgs()|||CommandLine.arguments|||/* main(args: Array<String>) */||\text{args}
# ==========================================
# SECTION 111 : Inverse Trigonometric Coordinates
# ==========================================
📐|||math_atan2|||Arc Tangent of y/x Coordinates|||math.atan2([1], [2])|||Math.atan2([1], [2])|||[1].atan2([2])|||math.Atan2([1], [2])|||Math.atan2([1], [2])|||std::atan2([1], [2])|||Math.Atan2([1], [2])|||atan2([1], [2])|||kotlin.math.atan2([1], [2])||\text{atan2}([1], [2])
📁|||fs_read_text|||Read Text File Entirely|||open([1], 'r').read()|||fs.readFileSync([1], 'utf8')|||std::fs::read_to_string([1]).unwrap()|||os.ReadFile([1])|||Files.readString(Paths.get([1]))|||std::ifstream([1])|||File.ReadAllText([1])|||try String(contentsOfFile: [1])|||File([1]).readText()||\text{read}([1])
💾|||fs_write_text|||Write Text File Entirely|||open([1], 'w').write([2])|||fs.writeFileSync([1], [2])|||std::fs::write([1], [2]).unwrap()|||os.WriteFile([1], []byte([2]), 0644)|||Files.writeString(Paths.get([1]), [2])|||std::ofstream([1]) << [2]|||File.WriteAllText([1], [2])|||try [2].write(toFile: [1], atomically: true)|||File([1]).writeText([2])||\text{write}([1], [2])
🔎|||fs_exists|||Check File Existence|||os.path.exists([1])|||fs.existsSync([1])|||std::path::Path::new([1]).exists()|||_, err := os.Stat([1]); !os.IsNotExist(err)|||Files.exists(Paths.get([1]))|||std::filesystem::exists([1])|||File.Exists([1])|||FileManager.default.fileExists(atPath: [1])|||File([1]).exists()||\text{exists}([1])
📦|||json_stringify|||Serialize Object to JSON|||json.dumps([1])|||JSON.stringify([1])|||serde_json::to_string(&[1]).unwrap()|||json.Marshal([1])|||new ObjectMapper().writeValueAsString([1])|||/* nlohmann/json */ [1].dump()|||JsonSerializer.Serialize([1])|||try JSONEncoder().encode([1])|||Json.encodeToString([1])||\text{json}([1])
🔓|||json_parse|||Deserialize JSON to Object|||json.loads([1])|||JSON.parse([1])|||serde_json::from_str([1]).unwrap()|||json.Unmarshal([]byte([1]), &[2])|||new ObjectMapper().readValue([1], Class.class)|||/* nlohmann/json */ json::parse([1])|||JsonSerializer.Deserialize<T>([1])|||try JSONDecoder().decode(T.self, from: [1])|||Json.decodeFromString([1])||\text{parse}([1])
⏰|||time_epoch|||Get Current Epoch Timestamp|||int(time.time())|||Date.now()|||std::time::SystemTime::now().duration_since(std::time::UNIX_EPOCH).unwrap().as_secs()|||time.Now().Unix()|||System.currentTimeMillis()|||std::time(nullptr)|||DateTimeOffset.UtcNow.ToUnixTimeSeconds()|||Date().timeIntervalSince1970|||System.currentTimeMillis()||\text{epoch}
🌍|||sys_get_env|||Get Environment Variable Value|||os.environ.get([1])|||process.env[[1]]|||std::env::var([1]).unwrap()|||os.Getenv([1])|||System.getenv([1])|||std::getenv([1])|||Environment.GetEnvironmentVariable([1])|||ProcessInfo.processInfo.environment[[1]]|||System.getenv([1])||\text{env}([1])
⏳|||sys_sleep|||Pause Execution for N Milliseconds|||time.sleep([1] / 1000.0)|||await new Promise(r => setTimeout(r, [1]))|||std::thread::sleep(std::time::Duration::from_millis([1]))|||time.Sleep(time.Duration([1]) * time.Millisecond)|||Thread.sleep([1])|||std::this_thread::sleep_for(std::chrono::milliseconds([1]))|||Thread.Sleep([1])|||try await Task.sleep(nanoseconds: UInt64([1]) * 1_000_000)|||Thread.sleep([1].toLong())||\text{sleep}([1])
🌐|||net_http_get|||Perform HTTP GET Request|||urllib.request.urlopen([1]).read().decode('utf-8')|||await (await fetch([1])).text()|||/* reqwest external */|||/* http.Get([1]) manual read */|||HttpClient.newHttpClient().send(HttpRequest.newBuilder().uri(URI.create([1])).build(), HttpResponse.BodyHandlers.ofString()).body()|||/* external cpprest/curl */|||await new HttpClient().GetStringAsync([1])|||/* URLSession manual async */|||URL([1]).readText()||\text{httpGet}([1])
🔑|||crypto_sha256|||Compute SHA256 Hash of String|||hashlib.sha256([1].encode()).hexdigest()|||crypto.createHash('sha256').update([1]).digest('hex')|||/* sha2 external crate */|||/* crypto/sha256 Sum256 */|||HexFormat.of().formatHex(MessageDigest.getInstance("SHA-256").digest([1].getBytes(StandardCharsets.UTF_8)))|||/* external openssl/crypto */|||BitConverter.ToString(SHA256.Create().ComputeHash(Encoding.UTF8.GetBytes([1]))).Replace("-", "").ToLower()|||/* CryptoKit SHA256 */|||MessageDigest.getInstance("SHA-256").digest([1].toByteArray()).joinToString("") { "%02x".format(it) }||\text{sha256}([1])
🆔|||sys_uuid|||Generate Random UUID Version 4|||str(uuid.uuid4())|||crypto.randomUUID()|||/* uuid external crate */|||/* google/uuid external */|||UUID.randomUUID().toString()|||/* non-standard / boost */|||Guid.NewGuid().ToString()|||UUID().uuidString|||UUID.randomUUID().toString()||\text{uuid}
bitwise_and|||Bitwise AND Operations|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] & [2]|||[1] and [2]||\left([1] \ \& \ [2]\right)
|||bitwise_or|||Bitwise OR Operations|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] | [2]|||[1] or [2]||\left([1] \ | \ [2]\right)
|||bitwise_xor|||Bitwise XOR Operations|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] ^ [2]|||[1] xor [2]||\left([1] \ \oplus \ [2]\right)
◀️|||bitwise_shift_left|||Bitwise Left Shift|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] << [2]|||[1] shl [2]||\left([1] \ll [2]\right)
▶️|||bitwise_shift_right|||Bitwise Right Shift|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] >> [2]|||[1] shr [2]||\left([1] \gg [2]\right)
🎯|||regex_match|||Check String Matches Regex Pattern|||bool(re.match([1], [2]))|||new RegExp([1]).test([2])|||Regex::new([1]).unwrap().is_match([2])|||regexp.MustCompile([1]).MatchString([2])|||[2].matches([1])|||std::regex_match([2], std::regex([1]))|||Regex.IsMatch([2], [1])|||[2].range(of: [1], options: .regularExpression) != nil|||Regex([1]).matches([2])||\text{regex}([1], [2])
🔄|||regex_replace|||Replace Regex Matches in String|||re.sub([1], [2], [3])|||[3].replace(new RegExp([1], 'g'), [2])|||Regex::new([1]).unwrap().replace_all([3], [2]).to_string()|||regexp.MustCompile([1]).ReplaceAllString([3], [2])|||[3].replaceAll([1], [2])|||std::regex_replace([3], std::regex([1]), [2])|||Regex.Replace([3], [1], [2])|||[3].replacingOccurrences(of: [1], with: [2], options: .regularExpression)|||Regex([1]).replace([3], [2])||\text{regSub}([1], [2], [3])
🔑|||map_keys|||Get List of Dictionary Keys|||list([1].keys())|||Object.keys([1])|||[1].keys().cloned().collect::<Vec<_>>()|||/* manual loop over map */|||new ArrayList<>([1].keySet())|||/* manual loop or custom view */|||[1].Keys.ToList()|||Array([1].keys)|||ArrayList([1].keys)||\text{keys}([1])
💎|||map_values|||Get List of Dictionary Values|||list([1].values())|||Object.values([1])|||[1].values().cloned().collect::<Vec<_>>()|||/* manual loop over map */|||new ArrayList<>([1].values())|||/* manual loop or custom view */|||[1].Values.ToList()|||Array([1].values)|||ArrayList([1].values)||\text{values}([1])
🧐|||map_contains|||Check Dictionary Has Key|||[2] in [1]|||[2] in [1]|||[1].contains_key(&[2])|||_, ok := [1][[2]]; ok|||[1].containsKey([2])|||[1].find([2]) != [1].end()|||[1].ContainsKey([2])|||[1][[2]] != nil|||[1].containsKey([2])||\text{hasKey}([1], [2])
❌|||map_remove|||Remove Key from Dictionary|||del [1][[2]]|||delete [1][[2]]|||[1].remove(&[2])|||delete([1], [2])|||[1].remove([2])|||[1].erase([2])|||[1].Remove([2])|||[1].removeValue(forKey: [2])|||[1].remove([2])||\text{mapRemove}([1], [2])
🧹|||map_clear|||Clear All Dictionary Entries|||[1].clear()|||for (let k in [1]) delete [1][k]|||[1].clear()|||for k := range [1] { delete([1], k) }|||[1].clear()|||[1].clear()|||[1].Clear()|||[1].removeAll()|||[1].clear()||\text{mapClear}([1])
💥|||list_clear|||Clear All List Elements|||[1].clear()|||[1].length = 0|||[1].clear()|||[1] = [1][:0]|||[1].clear()|||[1].clear()|||[1].Clear()|||[1].removeAll()|||[1].clear()||\text{listClear}([1])
✂️|||str_split|||Split String by Delimiter|||[1].split([2])|||[1].split([2])|||[1].split([2]).collect::<Vec<_>>()|||strings.Split([1], [2])|||[1].split([2])|||/* manual stringstream loop */|||[1].Split([2])|||[1].components(separatedBy: [2])|||[1].split([2])||\text{split}([1], [2])
🔗|||str_join|||Join List of Strings with Delimiter|||[1].join([2])|||[2].join([1])|||[2].join([1])|||strings.Join([2], [1])|||String.join([1], [2])|||/* manual loop with delimiter */|||string.Join([1], [2])|||[2].joined(separator: [1])|||[2].joinToString([1])||\text{join}([1], [2])
🚪|||sys_exit|||Terminate Process with Status Code|||sys.exit([1])|||process.exit([1])|||std::process::exit([1])|||os.Exit([1])|||System.exit([1])|||std::exit([1])|||Environment.Exit([1])|||exit([1])|||exitProcess([1])||\text{exit}([1])
➕|||math_abs|||Absolute Value of Number|||abs([1])|||Math.abs([1])|||[1].abs()|||math.Abs([1])|||Math.abs([1])|||std::abs([1])|||Math.Abs([1])|||abs([1])|||kotlin.math.abs([1])||\left|[1]\right|
📐|||math_sin|||Sine of Radians|||math.sin([1])|||Math.sin([1])|||[1].sin()|||math.Sin([1])|||Math.sin([1])|||std::sin([1])|||Math.Sin([1])|||sin([1])|||kotlin.math.sin([1])||\sin([1])
📐|||math_cos|||Cosine of Radians|||math.cos([1])|||Math.cos([1])|||[1].cos()|||math.Cos([1])|||Math.cos([1])|||std::cos([1])|||Math.Cos([1])|||cos([1])|||kotlin.math.cos([1])||\cos([1])
📉|||math_floor|||Floor of Number|||math.floor([1])|||Math.floor([1])|||[1].floor()|||math.Floor([1])|||Math.floor([1])|||std::floor([1])|||Math.Floor([1])|||floor([1])|||kotlin.math.floor([1])||\lfloor[1]\rfloor
📈|||math_ceil|||Ceiling of Number|||math.ceil([1])|||Math.ceil([1])|||[1].ceil()|||math.Ceil([1])|||Math.ceil([1])|||std::ceil([1])|||Math.Quantify([1]) -> Math.Ceiling([1])|||ceil([1])|||kotlin.math.ceil([1])||\lceil[1]\rceil
🎯|||math_round|||Round to Nearest Integer|||round([1])|||Math.round([1])|||[1].round()|||math.Round([1])|||Math.round([1])|||std::round([1])|||Math.Round([1])|||round([1])|||kotlin.math.round([1])||\text{round}([1])
🧹|||str_trim|||Trim Whitespace From Ends|||[1].strip()|||[1].trim()|||[1].trim()|||strings.TrimSpace([1])|||[1].trim()|||/* manual std::string trim */|||[1].Trim()|||[1].trimmingCharacters(in: .whitespacesAndNewlines)|||[1].trim()||\text{trim}([1])
🚨|||math_is_nan|||Check if Value is NaN|||math.isnan([1])|||Number.isNaN([1])|||[1].is_nan()|||math.IsNaN([1])|||Double.isNaN([1])|||std::isnan([1])|||double.IsNaN([1])|||[1].isNaN|||[1].isNaN()||\text{isNaN}([1])
🔤|||str_to_lower|||Convert String to Lowercase|||[1].lower()|||[1].toLowerCase()|||[1].to_lowercase()|||strings.ToLower([1])|||[1].toLowerCase()|||/* std::transform tolower */|||[1].ToLower()|||[1].lowercased()|||[1].lowercase()||\text{lower}([1])
🔤|||str_to_upper|||Convert String to Uppercase|||[1].upper()|||[1].toUpperCase()|||[1].to_uppercase()|||strings.ToUpper([1])|||[1].toUpperCase()|||/* std::transform toupper */|||[1].ToUpper()|||[1].uppercased()|||[1].uppercase()||\text{upper}([1])
🔍|||str_contains|||Check if String Contains Substring|||[2] in [1]|||[1].includes([2])|||[1].contains([2])|||strings.Contains([1], [2])|||[1].contains([2])|||[1].find([2]) != std::string::npos|||[1].Contains([2])|||[1].contains([2])|||[1].contains([2])||\text{contains}([1], [2])
📍|||str_index_of|||Find Substring First Index|||[1].find([2])|||[1].indexOf([2])|||[1].find([2]).map_or(-1, |i| i as i32)|||strings.Index([1], [2])|||[1].indexOf([2])|||[1].find([2])|||[1].IndexOf([2])|||[1].firstIndex(of: [2])|||[1].indexOf([2])||\text{indexOf}([1], [2])
⏮️|||str_starts_with|||Check if String Starts With Prefix|||[1].startswith([2])|||[1].startsWith([2])|||[1].starts_with([2])|||strings.HasPrefix([1], [2])|||[1].startsWith([2])|||[1].starts_with([2])|||[1].StartsWith([2])|||[1].hasPrefix([2])|||[1].startsWith([2])||\text{startsWith}([1], [2])
